"","Gene","Chromosome"
"6894","HEATR4","chr14"
"6895","CATSPERB","chr14"
"6896","BUB1B","chr15"
"6897","DPP8","chr15"
"6898","THSD4","chr15"
"6899","STOML1","chr15"
"6900","CLK3","chr15"
"6901","IL16","chr15"
"6902","TARS3","chr15"
"6903","MSLNL","chr16"
"6904","TSC2","chr16"
"6905","PGP","chr16"
"6906","HCFC1R1","chr16"
"6907","PDXDC1","chr16"
"6908","NDE1","chr16"
"6909","ZKSCAN2","chr16"
"6910","ZNF768","chr16"
"6911","N4BP1","chr16"
"6912","CYLD","chr16"
"6913","PSME3IP1","chr16"
"6914","TAT","chr16"
"6915","KIAA0513","chr16"
"6916","ALDH3A2","chr17"
"6917","NLK","chr17"
"6918","SLC46A1","chr17"
"6919","SEZ6","chr17"
"6920","EVI2B","chr17"
"6921","BRCA1","chr17"
"6922","TANC2","chr17"
"6923","WIPI1","chr17"
"6924","ST6GALNAC1","chr17"
"6925","TBC1D16","chr17"
"6926","NPTX1","chr17"
"6927","NOL4","chr18"
"6928","MAPK4","chr18"
"6929","PHLPP1","chr18"
"6930","MBP","chr18"
"6931","ARRDC5","chr19"
"6932","TUBB4A","chr19"
"6933","JUND","chr19"
"6934","MEF2B","chr19"
"6935","ZNF14","chr19"
"6936","RGS9BP","chr19"
"6937","CEP89","chr19"
"6938","ZNF30","chr19"
"6939","ZNF432","chr19"
"6940","MIR518C","chr19"
"6941","ZSCAN4","chr19"
"6942","ZNF606","chr19"
"6943","ZNF544","chr19"
"6944","RASSF2","chr20"
"6945","OVOL2","chr20"
"6946","EMILIN3","chr20"
"6947","TTC3","chr21"
"6948","ITGB2","chr21"
"6949","XKR3","chr22"
"6950","HDHD5","chr22"
"6951","CCDC157","chr22"
"6952","KCTD17","chr22"
"6953","POLR3H","chr22"
"6954","PRR5","chr22"
"6955","SCML2","chrX"
"6956","RNF128","chrX"
"6957","DENND10P1","chrX"
"6958","C8A","chr1"
"6959","DCST1","chr1"
"6960","UFC1","chr1"
"6961","NME7","chr1"
"6962","TNNI1","chr1"
"6963","THAP9","chr4"
"6964","DPYS","chr8"
"6965","ADAMTSL1","chr9"
"6966","OR8K3","chr11"
"6967","OR5M3","chr11"
"6968","C11orf24","chr11"
"6969","INHBC","chr12"
"6970","EFNB2","chr13"
"6971","RPGRIP1","chr14"
"6972","METTL3","chr14"
"6973","POLE2","chr14"
"6974","FBLN5","chr14"
"6975","SLC25A47","chr14"
"6976","MFGE8","chr15"
"6977","LMF1","chr16"
"6978","SERPINB10","chr18"
"6979","ZNF280A","chr22"
"6980","MGAT3","chr22"
"6981","MLC1","chr22"
"6982","ARHGEF16","chr1"
"6983","PLEKHM2","chr1"
"6984","RNF186","chr1"
"6985","KIAA0319L","chr1"
"6986","MTF1","chr1"
"6987","RLF","chr1"
"6988","SLFNL1","chr1"
"6989","DPH2","chr1"
"6990","SLC1A7","chr1"
"6991","YIPF1","chr1"
"6992","PCSK9","chr1"
"6993","SSX2IP","chr1"
"6994","DNTTIP2","chr1"
"6995","SORT1","chr1"
"6996","LRIF1","chr1"
"6997","C1orf162","chr1"
"6998","TMIGD3","chr1"
"6999","TRIM45","chr1"
"7000","TCHH","chr1"
"7001","LCE5A","chr1"
"7002","KPRP","chr1"
"7003","RIT1","chr1"
"7004","CFAP45","chr1"
"7005","COPA","chr1"
"7006","LRRC52","chr1"
"7007","ADCY10","chr1"
"7008","FMO3","chr1"
"7009","ZBTB37","chr1"
"7010","TOR1AIP1","chr1"
"7011","SRGAP2","chr1"
"7012","C4BPA","chr1"
"7013","IARS2","chr1"
"7014","ENAH","chr1"
"7015","H2BU1","chr1"
"7016","CATSPERE","chr1"
"7017","OR2AK2","chr1"
"7018","OSR1","chr2"
"7019","MFSD2B","chr2"
"7020","WDCP","chr2"
"7021","DTNB","chr2"
"7022","EIF2B4","chr2"
"7023","TRMT61B","chr2"
"7024","SOS1","chr2"
"7025","LHCGR","chr2"
"7026","VAMP8","chr2"
"7027","IGKV3-11","chr2"
"7028","CNNM4","chr2"
"7029","TMEM131","chr2"
"7030","MERTK","chr2"
"7031","FOXD4L1","chr2"
"7032","POTEE","chr2"
"7033","KLF7","chr2"
"7034","TTLL4","chr2"
"7035","SCN10A","chr3"
"7036","FYCO1","chr3"
"7037","ATRIP","chr3"
"7038","NDUFAF3","chr3"
"7039","TRAIP","chr3"
"7040","WNT5A","chr3"
"7041","SPATA12","chr3"
"7042","IL17RD","chr3"
"7043","NFKBIZ","chr3"
"7044","CD200R1","chr3"
"7045","TEX55","chr3"
"7046","RPN1","chr3"
"7047","NCK1","chr3"
"7048","PLSCR4","chr3"
"7049","EIF2B5","chr3"
"7050","MAP3K13","chr3"
"7051","TFRC","chr3"
"7052","ZNF721","chr4"
"7053","ZBTB49","chr4"
"7054","KIAA0232","chr4"
"7055","SLC2A9","chr4"
"7056","ALB","chr4"
"7057","CXCL5","chr4"
"7058","ANTXR2","chr4"
"7059","RPL34","chr4"
"7060","LRIT3","chr4"
"7061","PDE5A","chr4"
"7062","CCNA2","chr4"
"7063","JADE1","chr4"
"7064","TIGD4","chr4"
"7065","PLRG1","chr4"
"7066","DCTD","chr4"
"7067","PRIMPOL","chr4"
"7068","CCDC110","chr4"
"7069","PLEKHG4B","chr5"
"7070","NKD2","chr5"
"7071","C5orf38","chr5"
"7072","NIM1K","chr5"
"7073","WDR55","chr5"
"7074","B4GALT7","chr5"
"7075","LYRM4","chr6"
"7076","H3C3","chr6"
"7077","FLOT1","chr6"
"7078","VPS52","chr6"
"7079","WDR46","chr6"
"7080","CLPSL2","chr6"
"7081","CUL7","chr6"
"7082","ZNF318","chr6"
"7083","POLH","chr6"
"7084","TCTE1","chr6"
"7085","SUPT3H","chr6"
"7086","GSTA1","chr6"
"7087","ACTB","chr7"
"7088","C7orf26","chr7"
"7089","IGF2BP3","chr7"
"7090","HOXA2","chr7"
"7091","AVL9","chr7"
"7092","SGCE","chr7"
"7093","ZSCAN21","chr7"
"7094","DOCK4","chr7"
"7095","TRBC2","chr7"
"7096","ZNF786","chr7"
"7097","GNRH1","chr8"
"7098","ZNF395","chr8"
"7099","OSR2","chr8"
"7100","NSMCE2","chr8"
"7101","AGO2","chr8"
"7102","SLC39A4","chr8"
"7103","IL33","chr9"
"7104","EQTN","chr9"
"7105","AQP7","chr9"
"7106","TLE1","chr9"
"7107","C9orf153","chr9"
"7108","BICD2","chr9"
"7109","WDR31","chr9"
"7110","OR1L6","chr9"
"7111","NOXA1","chr9"
"7112","YME1L1","chr10"
"7113","OGDHL","chr10"
"7114","PRF1","chr10"
"7115","KCNMA1","chr10"
"7116","ACTA2","chr10"
"7117","ARHGAP19","chr10"
"7118","AP2A2","chr11"
"7119","OSBPL5","chr11"
"7120","OR51A7","chr11"
"7121","OR52A4P","chr11"
"7122","OR52H1","chr11"
"7123","TPP1","chr11"
"7124","IPO7","chr11"
"7125","ZDHHC13","chr11"
"7126","LGR4","chr11"
"7127","PTPMT1","chr11"
"7128","CBLIF","chr11"
"7129","CD6","chr11"
"7130","DAGLA","chr11"
"7131","INTS5","chr11"
"7132","SLC22A6","chr11"
"7133","SLC29A2","chr11"
"7134","UNC93B1","chr11"
"7135","CCND1","chr11"
"7136","PRCP","chr11"
"7137","FZD4","chr11"
"7138","BLID","chr11"
"7139","FOXM1","chr12"
"7140","C12orf4","chr12"
"7141","DYRK4","chr12"
"7142","PTMS","chr12"
"7143","GSG1","chr12"
"7144","ARNTL2","chr12"
"7145","PKP2","chr12"
"7146","TROAP","chr12"
"7147","PRPF40B","chr12"
"7148","SLC4A8","chr12"
"7149","HNRNPA1","chr12"
"7150","TSFM","chr12"
"7151","C12orf66","chr12"
"7152","TBK1","chr12"
"7153","CCT2","chr12"
"7154","NR2C1","chr12"
"7155","METAP2","chr12"
"7156","IKBIP","chr12"
"7157","ANO4","chr12"
"7158","RFX4","chr12"
"7159","RIC8B","chr12"
"7160","ERP29","chr12"
"7161","PSMD9","chr12"
"7162","ANKLE2","chr12"
"7163","COG6","chr13"
"7164","UCHL3","chr13"
"7165","FGF14","chr13"
"7166","POGLUT2","chr13"
"7167","TTC5","chr14"
"7168","RNASE9","chr14"
"7169","KHNYN","chr14"
"7170","KLHDC1","chr14"
"7171","NIN","chr14"
"7172","SAMD4A","chr14"
"7173","SLC35F4","chr14"
"7174","SIX1","chr14"
"7175","RPS6KL1","chr14"
"7176","VIPAS39","chr14"
"7177","TC2N","chr14"
"7178","HSP90AA1","chr14"
"7179","IGHA2","chr14"
"7180","TRIM69","chr15"
"7181","PLEKHO2","chr15"
"7182","SMAD3","chr15"
"7183","NEO1","chr15"
"7184","WHAMM","chr15"
"7185","RAB26","chr16"
"7186","NDRG4","chr16"
"7187","C16orf70","chr16"
"7188","VAC14","chr16"
"7189","MAF","chr16"
"7190","GP1BA","chr17"
"7191","WSCD1","chr17"
"7192","SLC13A5","chr17"
"7193","GPS2","chr17"
"7194","ULK2","chr17"
"7195","SDF2","chr17"
"7196","STAC2","chr17"
"7197","KRT39","chr17"
"7198","KLHL11","chr17"
"7199","MAPT","chr17"
"7200","GIP","chr17"
"7201","MED13","chr17"
"7202","CACNG4","chr17"
"7203","ABCA9","chr17"
"7204","CDR2L","chr17"
"7205","MRPS7","chr17"
"7206","CYGB","chr17"
"7207","CEP131","chr17"
"7208","CEP76","chr18"
"7209","TCF4","chr18"
"7210","TMX3","chr18"
"7211","FGF22","chr19"
"7212","INSR","chr19"
"7213","ZNF560","chr19"
"7214","ECSIT","chr19"
"7215","ARRDC2","chr19"
"7216","SLC25A42","chr19"
"7217","DPY19L3","chr19"
"7218","AC011462.1","chr19"
"7219","GRIK5","chr19"
"7220","FOSB","chr19"
"7221","SYT5","chr19"
"7222","ZNF772","chr19"
"7223","CFAP61","chr20"
"7224","ZNF341","chr20"
"7225","SNORA71E","chr20"
"7226","ADIG","chr20"
"7227","ADRM1","chr20"
"7228","RCAN1","chr21"
"7229","MCM3AP","chr21"
"7230","GSTT2B","chr22"
"7231","EMID1","chr22"
"7232","SF3A1","chr22"
"7233","ST13","chr22"
"7234","TLR8","chrX"
"7235","RAB9A","chrX"
"7236","ARMCX6","chrX"
"7237","RENBP","chrX"
"7238","CDK11A","chr1"
"7239","AGTRAP","chr1"
"7240","SLC30A2","chr1"
"7241","YTHDF2","chr1"
"7242","OXCT2","chr1"
"7243","ERI3","chr1"
"7244","FPGT","chr1"
"7245","GBP7","chr1"
"7246","KCNA3","chr1"
"7247","CASQ2","chr1"
"7248","WDR3","chr1"
"7249","PLEKHO1","chr1"
"7250","ARNT","chr1"
"7251","NTRK1","chr1"
"7252","DENND1B","chr1"
"7253","TLR5","chr1"
"7254","AKT3","chr1"
"7255","CEBPZ","chr2"
"7256","PNPT1","chr2"
"7257","RTKN","chr2"
"7258","M1AP","chr2"
"7259","REG1A","chr2"
"7260","SEMA4C","chr2"
"7261","CREG2","chr2"
"7262","PAX8","chr2"
"7263","SCTR","chr2"
"7264","FAM168B","chr2"
"7265","CMTM7","chr3"
"7266","CDC25A","chr3"
"7267","RHOA","chr3"
"7268","CADM2","chr3"
"7269","CMSS1","chr3"
"7270","TFG","chr3"
"7271","CD96","chr3"
"7272","ITGB5","chr3"
"7273","SLCO2A1","chr3"
"7274","MFSD1","chr3"
"7275","LSG1","chr3"
"7276","WDR19","chr4"
"7277","HELQ","chr4"
"7278","TET2","chr4"
"7279","TMEM161B","chr5"
"7280","MZB1","chr5"
"7281","PCDHGA10","chr5"
"7282","GEMIN5","chr5"
"7283","THG1L","chr5"
"7284","KCNIP1","chr5"
"7285","ZSCAN9","chr6"
"7286","DHX16","chr6"
"7287","FGD2","chr6"
"7288","ADGRF2","chr6"
"7289","MTO1","chr6"
"7290","MYO6","chr6"
"7291","CALHM5","chr6"
"7292","RNF216","chr7"
"7293","DBNL","chr7"
"7294","ORAI2","chr7"
"7295","CHRM2","chr7"
"7296","GALNTL5","chr7"
"7297","DEFA6","chr8"
"7298","TNFRSF10D","chr8"
"7299","GGH","chr8"
"7300","TERF1","chr8"
"7301","CYP11B2","chr8"
"7302","PUF60","chr8"
"7303","MFSD14B","chr9"
"7304","FRMD4A","chr10"
"7305","AGAP6","chr10"
"7306","RPP30","chr10"
"7307","EXOC6","chr10"
"7308","TBC1D12","chr10"
"7309","PSTK","chr10"
"7310","PRR5L","chr11"
"7311","EXT2","chr11"
"7312","SLC15A3","chr11"
"7313","B3GAT3","chr11"
"7314","RCOR2","chr11"
"7315","SLC22A20P","chr11"
"7316","CHORDC1","chr11"
"7317","APOA5","chr11"
"7318","DPAGT1","chr11"
"7319","PKNOX2","chr11"
"7320","STRAP","chr12"
"7321","CCDC59","chr12"
"7322","VPS29","chr12"
"7323","STX2","chr12"
"7324","ZNF605","chr12"
"7325","METTL21C","chr13"
"7326","TEX30","chr13"
"7327","PRMT5","chr14"
"7328","REC8","chr14"
"7329","FERMT2","chr14"
"7330","PPM1A","chr14"
"7331","ATXN3","chr14"
"7332","PAK6","chr15"
"7333","KNL1","chr15"
"7334","ZSCAN29","chr15"
"7335","MYO9A","chr15"
"7336","AP3B2","chr15"
"7337","GDPGP1","chr15"
"7338","VPS33B","chr15"
"7339","NTHL1","chr16"
"7340","SRL","chr16"
"7341","SCNN1B","chr16"
"7342","SLC9A5","chr16"
"7343","SLC43A2","chr17"
"7344","TRPV3","chr17"
"7345","CTC1","chr17"
"7346","TRIM16","chr17"
"7347","SMCR8","chr17"
"7348","RAD51D","chr17"
"7349","MED1","chr17"
"7350","STAT5B","chr17"
"7351","NBR1","chr17"
"7352","COX11","chr17"
"7353","LRRC37A3","chr17"
"7354","USP36","chr17"
"7355","ASPSCR1","chr17"
"7356","USP14","chr18"
"7357","APC2","chr19"
"7358","CCDC130","chr19"
"7359","RLN3","chr19"
"7360","CYP4F12","chr19"
"7361","CYP4F2","chr19"
"7362","ZNF91","chr19"
"7363","KCTD15","chr19"
"7364","LYPD4","chr19"
"7365","ZNF580","chr19"
"7366","XKR7","chr20"
"7367","SOGA1","chr20"
"7368","PARD6B","chr20"
"7369","SLCO4A1","chr20"
"7370","CFAP298-TCP10L","chr21"
"7371","RIPK4","chr21"
"7372","MRTFA","chr22"
"7373","PIM3","chr22"
"7374","P2RY8","chrX"
"7375","MOSPD2","chrX"
"7376","PTCHD1","chrX"
"7377","AMER1","chrX"
"7378","AL353804.7","chrX"
"7379","TMEM187","chrX"
"7380","NOC2L","chr1"
"7381","PRAMEF19","chr1"
"7382","SF3A3","chr1"
"7383","RIMKLA","chr1"
"7384","EPS15","chr1"
"7385","PATJ","chr1"
"7386","AMY2A","chr1"
"7387","GSTM2","chr1"
"7388","HAO2","chr1"
"7389","HSD3B2","chr1"
"7390","BCL9","chr1"
"7391","MRPS21","chr1"
"7392","CRCT1","chr1"
"7393","SLAMF8","chr1"
"7394","FCGR3B","chr1"
"7395","SMG7","chr1"
"7396","ODR4","chr1"
"7397","F13B","chr1"
"7398","KIF14","chr1"
"7399","ADORA1","chr1"
"7400","MYBPH","chr1"
"7401","PIGR","chr1"
"7402","PTPN14","chr1"
"7403","RRP15","chr1"
"7404","COQ8A","chr1"
"7405","FOSL2","chr2"
"7406","PPP4R3B","chr2"
"7407","IGKV1-9","chr2"
"7408","CNGA3","chr2"
"7409","EIF5B","chr2"
"7410","C1QL2","chr2"
"7411","ITPRID2","chr2"
"7412","MAIP1","chr2"
"7413","INO80D","chr2"
"7414","VHL","chr3"
"7415","SMARCC1","chr3"
"7416","GRM2","chr3"
"7417","CACNA2D3","chr3"
"7418","TBC1D23","chr3"
"7419","ARHGAP31","chr3"
"7420","HES1","chr3"
"7421","CPN2","chr3"
"7422","TMEM175","chr4"
"7423","ADD1","chr4"
"7424","ZCCHC4","chr4"
"7425","SLC30A9","chr4"
"7426","AASDH","chr4"
"7427","PPBP","chr4"
"7428","EPGN","chr4"
"7429","MAPK10","chr4"
"7430","RAP1GDS1","chr4"
"7431","BBS7","chr4"
"7432","SLC9A3","chr5"
"7433","MTRR","chr5"
"7434","CDH6","chr5"
"7435","ARSB","chr5"
"7436","DMGDH","chr5"
"7437","BHMT2","chr5"
"7438","LRRTM2","chr5"
"7439","MATR3","chr5"
"7440","TMCO6","chr5"
"7441","ARHGEF37","chr5"
"7442","FOXQ1","chr6"
"7443","AL031777.2","chr6"
"7444","H2BC10","chr6"
"7445","H2AC15","chr6"
"7446","H2AC16","chr6"
"7447","H1-5","chr6"
"7448","OR11A1","chr6"
"7449","TAF11","chr6"
"7450","MEA1","chr6"
"7451","ADGRF5","chr6"
"7452","SNX3","chr6"
"7453","CCDC28A","chr6"
"7454","RAB32","chr6"
"7455","FSCN1","chr7"
"7456","CYTH3","chr7"
"7457","KDELR2","chr7"
"7458","AHR","chr7"
"7459","SPDYE3","chr7"
"7460","CEP41","chr7"
"7461","NUB1","chr7"
"7462","CLDN23","chr8"
"7463","VPS37A","chr8"
"7464","CHRNA2","chr8"
"7465","RNU6-104P","chr8"
"7466","UBE2V2","chr8"
"7467","CYP7B1","chr8"
"7468","ADHFE1","chr8"
"7469","DPY19L4","chr8"
"7470","FZD6","chr8"
"7471","ABRA","chr8"
"7472","TRMT12","chr8"
"7473","ACER2","chr9"
"7474","MIR876","chr9"
"7475","RAD23B","chr9"
"7476","SHOC1","chr9"
"7477","KIN","chr10"
"7478","NSUN6","chr10"
"7479","SVIL","chr10"
"7480","NRP1","chr10"
"7481","CUL2","chr10"
"7482","CCDC6","chr10"
"7483","MYPN","chr10"
"7484","HNRNPH3","chr10"
"7485","VCL","chr10"
"7486","AP3M1","chr10"
"7487","SAMD8","chr10"
"7488","MINPP1","chr10"
"7489","OLFML1","chr11"
"7490","PTH","chr11"
"7491","CYP2R1","chr11"
"7492","TSG101","chr11"
"7493","TCP11L1","chr11"
"7494","POLR2G","chr11"
"7495","LRP5","chr11"
"7496","CLPB","chr11"
"7497","ARHGEF17","chr11"
"7498","RELT","chr11"
"7499","ME3","chr11"
"7500","MMP10","chr11"
"7501","UBE4A","chr11"
"7502","C1QTNF5","chr11"
"7503","ARHGEF12","chr11"
"7504","ST14","chr11"
"7505","TAS2R14","chr12"
"7506","INTS13","chr12"
"7507","WNT10B","chr12"
"7508","SYT1","chr12"
"7509","CAMKK2","chr12"
"7510","GOLGA3","chr12"
"7511","TRPC4","chr13"
"7512","KBTBD7","chr13"
"7513","THSD1","chr13"
"7514","MIR17","chr13"
"7515","DZIP1","chr13"
"7516","NGDN","chr14"
"7517","SLC39A9","chr14"
"7518","FAM181A","chr14"
"7519","DISP2","chr15"
"7520","SPINT1","chr15"
"7521","CAPN3","chr15"
"7522","UBR1","chr15"
"7523","AP4E1","chr15"
"7524","DNAAF4","chr15"
"7525","RFX7","chr15"
"7526","CORO2B","chr15"
"7527","SCAPER","chr15"
"7528","PLIN1","chr15"
"7529","IDH2","chr15"
"7530","SOX8","chr16"
"7531","PKD1","chr16"
"7532","BICDL2","chr16"
"7533","INO80E","chr16"
"7534","TLCD3B","chr16"
"7535","EDC4","chr16"
"7536","CHTF8","chr16"
"7537","CTNS","chr17"
"7538","SLFN11","chr17"
"7539","SOCS7","chr17"
"7540","PCGF2","chr17"
"7541","CASC3","chr17"
"7542","RAPGEFL1","chr17"
"7543","DHX8","chr17"
"7544","SLC25A39","chr17"
"7545","WNT9B","chr17"
"7546","CACNG5","chr17"
"7547","COG1","chr17"
"7548","EIF4A3","chr17"
"7549","CARD14","chr17"
"7550","DSC3","chr18"
"7551","OLFM2","chr19"
"7552","ZNF829","chr19"
"7553","ZNF875","chr19"
"7554","PSG1","chr19"
"7555","ZNF227","chr19"
"7556","ZNF180","chr19"
"7557","KPTN","chr19"
"7558","ZNF350","chr19"
"7559","ZNF816","chr19"
"7560","ZNF581","chr19"
"7561","ZNF329","chr19"
"7562","SNAP25","chr20"
"7563","SEC23B","chr20"
"7564","CRNKL1","chr20"
"7565","SPINT4","chr20"
"7566","RNF114","chr20"
"7567","DOK5","chr20"
"7568","GET1","chr21"
"7569","POLDIP3","chr22"
"7570","ARMCX2","chrX"
"7571","RADX","chrX"
"7572","ZNF75D","chrX"
"7573","TKTL1","chrX"
"7574","CFAP74","chr1"
"7575","PRAMEF10","chr1"
"7576","EPHA8","chr1"
"7577","SCMH1","chr1"
"7578","ABCA4","chr1"
"7579","CIART","chr1"
"7580","BNIPL","chr1"
"7581","THEM4","chr1"
"7582","ADAR","chr1"
"7583","PLD5","chr1"
"7584","ORC4","chr2"
"7585","BZW1","chr2"
"7586","TRAK2","chr2"
"7587","PTH2R","chr2"
"7588","CNPPD1","chr2"
"7589","DNER","chr2"
"7590","SNED1","chr2"
"7591","GNAI2","chr3"
"7592","DCP1A","chr3"
"7593","EEFSEC","chr3"
"7594","COPG1","chr3"
"7595","RHO","chr3"
"7596","DIPK2A","chr3"
"7597","TM4SF18","chr3"
"7598","ACTRT3","chr3"
"7599","C3orf70","chr3"
"7600","PDE6B","chr4"
"7601","UCHL1","chr4"
"7602","PAPSS1","chr4"
"7603","CLDN22","chr4"
"7604","MYLK4","chr6"
"7605","STK38","chr6"
"7606","TREML4","chr6"
"7607","EIF3B","chr7"
"7608","AIMP2","chr7"
"7609","MEOX2","chr7"
"7610","HOXA6","chr7"
"7611","FKBP6","chr7"
"7612","STX1A","chr7"
"7613","ZNF3","chr7"
"7614","TMEM139","chr7"
"7615","KCNU1","chr8"
"7616","HNF4G","chr8"
"7617","RBM12B","chr8"
"7618","RAD21","chr8"
"7619","DOCK8","chr9"
"7620","IFNA14","chr9"
"7621","STOM","chr9"
"7622","DENND1A","chr9"
"7623","CARD9","chr9"
"7624","VDAC2","chr10"
"7625","CCDC172","chr10"
"7626","BUB3","chr10"
"7627","OR4A47","chr11"
"7628","OR8K5","chr11"
"7629","TM7SF2","chr11"
"7630","OR8B4","chr11"
"7631","NDUFA9","chr12"
"7632","KCNA5","chr12"
"7633","ST8SIA1","chr12"
"7634","KRAS","chr12"
"7635","REP15","chr12"
"7636","TMEM106C","chr12"
"7637","RDH16","chr12"
"7638","BTG1","chr12"
"7639","SPART","chr13"
"7640","MBNL2","chr13"
"7641","TRAV27","chr14"
"7642","GCH1","chr14"
"7643","DCAF4","chr14"
"7644","NOXRED1","chr14"
"7645","POLR2M","chr15"
"7646","TRIP4","chr15"
"7647","TMED3","chr15"
"7648","CREBBP","chr16"
"7649","IL21R","chr16"
"7650","PYDC1","chr16"
"7651","LONP2","chr16"
"7652","COG4","chr16"
"7653","MRM3","chr17"
"7654","ENO3","chr17"
"7655","SLC2A4","chr17"
"7656","KRT28","chr17"
"7657","HELZ","chr17"
"7658","ALYREF","chr17"
"7659","NPB","chr17"
"7660","PLIN5","chr19"
"7661","PLVAP","chr19"
"7662","SLC7A10","chr19"
"7663","HNRNPUL1","chr19"
"7664","EXOC3L2","chr19"
"7665","ZNF114","chr19"
"7666","LMTK3","chr19"
"7667","AKT1S1","chr19"
"7668","ZNF480","chr19"
"7669","CNOT3","chr19"
"7670","ZNF671","chr19"
"7671","PIGT","chr20"
"7672","FBXO7","chr22"
"7673","AKNAD1","chr1"
"7674","MNDA","chr1"
"7675","RO60","chr1"
"7676","KCNK1","chr1"
"7677","SLC4A5","chr2"
"7678","NCAPH","chr2"
"7679","PLEKHA3","chr2"
"7680","CYP27A1","chr2"
"7681","ERICH6","chr3"
"7682","CLRN1","chr3"
"7683","UGT2B15","chr4"
"7684","PDCD6","chr5"
"7685","BHMT","chr5"
"7686","TRIM36","chr5"
"7687","SIM1","chr6"
"7688","FAM120B","chr6"
"7689","HIP1","chr7"
"7690","ASNS","chr7"
"7691","ADRA1A","chr8"
"7692","CTSV","chr9"
"7693","SWI5","chr9"
"7694","RABL6","chr9"
"7695","DNHD1","chr11"
"7696","SLC5A12","chr11"
"7697","SF1","chr11"
"7698","TBX5","chr12"
"7699","C1QTNF9B","chr13"
"7700","ZDHHC22","chr14"
"7701","BRF1","chr14"
"7702","EMC7","chr15"
"7703","MRPL28","chr16"
"7704","C16orf91","chr16"
"7705","XYLT1","chr16"
"7706","KRTAP4-4","chr17"
"7707","IGBP1P2","chr17"
"7708","ZNF343","chr20"
"7709","SGK2","chr20"
"7710","HPS4","chr22"
"7711","CYTH4","chr22"
"7712","ZNF449","chrX"
"7713","PLCH2","chr1"
"7714","SLC45A1","chr1"
"7715","FPGT-TNNI3K","chr1"
"7716","NUDT17","chr1"
"7717","ZNF687","chr1"
"7718","ABCB10","chr1"
"7719","POLE4","chr2"
"7720","UGT1A7","chr2"
"7721","CNTN6","chr3"
"7722","RSRC1","chr3"
"7723","SDAD1","chr4"
"7724","H2AZ1","chr4"
"7725","SSBP1","chr7"
"7726","MCM4","chr8"
"7727","MYBL1","chr8"
"7728","KCNV1","chr8"
"7729","P4HA1","chr10"
"7730","RASSF10","chr11"
"7731","SERPINH1","chr11"
"7732","CEP164","chr11"
"7733","GLIPR1L2","chr12"
"7734","MYF5","chr12"
"7735","INTS6","chr13"
"7736","IRF9","chr14"
"7737","PTGER2","chr14"
"7738","IRF2BPL","chr14"
"7739","HDC","chr15"
"7740","DVL2","chr17"
"7741","DBF4B","chr17"
"7742","SMAD4","chr18"
"7743","ATP8B1","chr18"
"7744","ZNF799","chr19"
"7745","APLP1","chr19"
"7746","PCED1A","chr20"
"7747","E2F1","chr20"
"7748","FAM83D","chr20"
"7749","CDC42","chr1"
"7750","MAP3K6","chr1"
"7751","PEF1","chr1"
"7752","TMEM39B","chr1"
"7753","KPNA6","chr1"
"7754","BSDC1","chr1"
"7755","C1orf109","chr1"
"7756","IPO13","chr1"
"7757","MAST2","chr1"
"7758","RAB3B","chr1"
"7759","KTI12","chr1"
"7760","JUN","chr1"
"7761","STRIP1","chr1"
"7762","FAM72C","chr1"
"7763","CTSK","chr1"
"7764","DCAF8","chr1"
"7765","TBX19","chr1"
"7766","BLZF1","chr1"
"7767","TOR3A","chr1"
"7768","NAV1","chr1"
"7769","PPP2R5A","chr1"
"7770","FAM71A","chr1"
"7771","E2F6","chr2"
"7772","TRIB2","chr2"
"7773","KIF3C","chr2"
"7774","ZNF512","chr2"
"7775","BABAM2","chr2"
"7776","YIPF4","chr2"
"7777","ATL2","chr2"
"7778","FBXO41","chr2"
"7779","MOGS","chr2"
"7780","RNF149","chr2"
"7781","TTL","chr2"
"7782","ACVR2A","chr2"
"7783","LY75-CD302","chr2"
"7784","HOXD11","chr2"
"7785","GTF3C3","chr2"
"7786","ZFAND2B","chr2"
"7787","PFKFB4","chr3"
"7788","USP4","chr3"
"7789","GLT8D1","chr3"
"7790","ERC2","chr3"
"7791","CFAP20DC","chr3"
"7792","FHIT","chr3"
"7793","GTPBP8","chr3"
"7794","STXBP5L","chr3"
"7795","GOLGB1","chr3"
"7796","ZNF148","chr3"
"7797","FOXL2","chr3"
"7798","IL12A","chr3"
"7799","PLD1","chr3"
"7800","AMBN","chr4"
"7801","DMP1","chr4"
"7802","SNCA","chr4"
"7803","TRMT10A","chr4"
"7804","BANK1","chr4"
"7805","ADAD1","chr4"
"7806","IL21","chr4"
"7807","MFSD8","chr4"
"7808","NAA15","chr4"
"7809","LRBA","chr4"
"7810","RNF175","chr4"
"7811","SH3RF1","chr4"
"7812","MORF4","chr4"
"7813","ANKRA2","chr5"
"7814","AP3B1","chr5"
"7815","KCNN2","chr5"
"7816","TMED7","chr5"
"7817","GRAMD2B","chr5"
"7818","ACSL6","chr5"
"7819","DDX46","chr5"
"7820","CATSPER3","chr5"
"7821","PURA","chr5"
"7822","RELL2","chr5"
"7823","SPRY4","chr5"
"7824","SLC36A1","chr5"
"7825","FAXDC2","chr5"
"7826","LINC01600","chr6"
"7827","DXO","chr6"
"7828","PNPLA1","chr6"
"7829","SRF","chr6"
"7830","TFAP2B","chr6"
"7831","TRAM2","chr6"
